amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
135.77,0,Clothing,0,0,70,1,27,0
357.53,5,Electronics,0,0,59,3,34,0
376.7,18,Clothing,0,0,48,2,51,0
92.0,10,Clothing,1,0,81,2,27,0
145.28,11,Food,0,0,65,0,65,0
81.63,14,Grocery,0,0,89,2,44,0
126.83,14,Grocery,0,0,29,2,32,0
87.83,19,Clothing,0,0,80,5,31,0
661.78,19,Electronics,0,0,91,3,32,0
495.59,2,Travel,0,0,60,2,57,0
10.13,19,Travel,1,1,50,1,27,0
125.9,0,Clothing,1,0,45,5,55,1
284.71,15,Travel,0,0,42,3,50,0
411.96,23,Food,0,0,75,1,44,0
68.4,0,Grocery,0,0,45,2,35,0
36.94,22,Food,1,0,56,3,40,0
124.18,19,Clothing,1,0,80,0,22,0
65.86,18,Grocery,0,0,77,1,23,0
59.45,17,Electronics,0,0,56,2,53,0
501.04,13,Food,0,0,70,0,19,0
741.11,14,Electronics,0,0,76,1,49,0
78.39,19,Travel,0,0,83,2,38,0
85.02,18,Clothing,0,0,74,3,46,0
91.29,9,Grocery,0,0,35,2,18,0
54.61,4,Travel,0,0,96,2,38,0
43.5,4,Clothing,0,0,75,1,61,0
407.56,1,Grocery,1,0,36,2,34,1
60.44,9,Grocery,1,0,55,2,24,0
136.64,14,Grocery,1,0,65,3,58,0
469.13,6,Clothing,0,0,92,2,57,0
100.27,23,Clothing,0,0,80,5,69,0
466.85,21,Food,0,0,52,3,56,0
139.46,16,Electronics,0,0,68,2,67,0
242.69,19,Electronics,0,0,87,0,21,0
256.43,8,Grocery,0,1,48,2,18,0
247.76,17,Clothing,0,1,68,4,22,0
157.6,16,Food,0,0,28,0,49,0
225.07,18,Electronics,0,0,80,2,19,0
126.77,8,Electronics,1,0,79,3,59,0
218.21,14,Travel,0,1,26,0,31,0
68.44,1,Travel,0,0,33,2,68,0
4.84,5,Food,0,0,59,2,61,0
581.06,5,Food,0,0,31,1,26,0
86.33,12,Clothing,0,0,60,2,22,0
255.27,20,Food,0,0,61,3,40,0
88.01,1,Electronics,0,1,68,0,20,0
34.99,0,Food,0,0,43,1,50,0
95.59,10,Grocery,0,0,38,3,66,0
110.32,17,Clothing,0,0,45,2,37,0
51.61,12,Food,0,0,92,4,52,0
589.45,21,Travel,0,0,92,1,24,0
106.31,14,Grocery,0,0,64,2,32,0
44.77,5,Electronics,0,0,79,2,55,0
170.49,17,Travel,0,0,78,1,50,0
52.42,4,Grocery,0,0,78,3,20,0
4.45,16,Grocery,0,0,25,3,47,0
477.89,18,Electronics,0,0,48,3,22,0
60.67,18,Travel,0,0,68,4,69,0
44.84,17,Grocery,0,0,33,4,43,0
417.43,3,Food,0,0,31,5,35,1
266.37,5,Travel,0,0,66,1,38,0
71.08,23,Grocery,0,0,32,4,27,0
267.69,3,Grocery,0,0,34,2,28,0
221.55,14,Grocery,0,0,61,0,66,0
767.52,4,Clothing,1,1,80,4,62,0
226.98,1,Travel,0,0,42,4,37,0
183.53,19,Electronics,0,1,44,2,49,0
152.89,4,Travel,0,0,77,2,60,0
123.74,15,Clothing,0,0,87,2,26,0
149.08,22,Travel,0,0,98,2,40,0
3.94,1,Travel,0,0,85,0,44,0
335.63,17,Food,0,0,54,2,38,0
119.28,1,Grocery,0,0,77,1,18,0
239.53,17,Grocery,0,0,44,0,51,0
161.33,19,Grocery,0,0,85,4,56,0
264.33,18,Clothing,0,0,48,1,52,0
130.73,20,Travel,0,0,76,1,38,0
144.41,6,Food,0,0,39,2,41,0
254.87,22,Grocery,0,0,95,3,32,0
214.03,2,Electronics,0,0,73,3,22,0
274.19,1,Clothing,0,0,62,0,53,0
188.27,10,Electronics,0,0,73,3,30,0
585.89,9,Travel,0,0,74,3,62,0
70.35,15,Food,0,0,32,1,69,0
60.0,2,Grocery,1,0,25,2,45,1
535.37,1,Electronics,0,0,94,0,40,0
176.86,12,Clothing,0,0,34,2,35,0
190.88,0,Clothing,0,0,63,1,25,0
745.58,3,Electronics,0,0,94,3,39,0
135.07,20,Electronics,1,0,72,0,52,0
7.22,17,Clothing,0,0,73,0,23,0
14.01,19,Grocery,0,0,93,2,69,0
550.85,22,Travel,0,0,86,0,19,0
126.48,9,Clothing,0,0,30,5,68,0
101.49,19,Grocery,0,0,82,1,29,0
417.99,11,Electronics,0,0,27,1,22,0
265.43,6,Travel,0,0,38,2,22,0
2.77,22,Food,0,0,98,4,20,0
252.62,21,Travel,0,0,45,0,51,0
410.08,20,Food,0,0,89,2,37,0
46.87,8,Food,0,0,90,2,54,0
203.72,3,Food,0,0,42,1,29,0
276.69,5,Clothing,0,1,40,1,21,0
7.51,4,Grocery,0,0,28,1,31,0
10.25,17,Electronics,0,1,90,1,28,0
17.85,0,Clothing,1,0,30,3,40,1
149.67,16,Food,0,0,42,2,35,0
104.32,0,Food,0,0,55,1,28,0
213.93,8,Clothing,0,0,77,0,53,0
31.95,16,Grocery,0,0,37,3,47,0
2.11,17,Food,0,0,92,2,53,0
185.04,17,Grocery,0,0,46,4,59,0
51.26,18,Clothing,0,0,57,1,42,0
8.27,3,Clothing,0,0,81,4,24,0
190.39,19,Food,0,0,41,2,62,0
2.19,19,Travel,0,1,86,2,33,0
68.35,10,Electronics,1,0,83,1,28,0
150.2,14,Grocery,0,1,73,4,47,0
21.1,3,Travel,0,1,28,2,37,1
194.9,10,Clothing,0,0,62,1,21,0
103.56,20,Food,0,0,96,2,25,0
27.34,6,Food,0,0,70,2,35,0
213.12,13,Electronics,0,0,95,3,55,0
84.29,15,Grocery,0,1,29,1,52,0
121.01,19,Clothing,1,0,39,3,22,0
143.58,8,Grocery,0,0,34,2,36,0
13.52,21,Grocery,0,0,26,7,34,0
238.11,18,Travel,0,0,38,2,63,0
306.5,7,Grocery,0,0,57,0,67,0
94.29,12,Clothing,0,0,87,3,44,0
684.67,2,Clothing,0,0,38,1,20,0
105.24,5,Electronics,0,0,81,1,65,0
203.66,21,Clothing,0,0,84,2,29,0
398.91,1,Grocery,0,0,55,2,36,0
51.84,18,Electronics,0,0,99,1,53,0
6.35,10,Clothing,0,0,96,8,40,0
439.12,11,Travel,0,0,39,5,21,0
170.17,3,Electronics,0,0,40,5,57,0
52.26,9,Food,1,0,64,2,41,0
15.33,17,Electronics,1,0,98,2,41,0
74.47,22,Clothing,0,0,62,0,34,0
250.38,21,Electronics,0,0,41,1,63,0
93.55,5,Food,0,0,32,3,31,0
214.27,18,Electronics,0,0,91,0,22,0
1060.52,17,Grocery,0,0,35,2,34,0
715.09,0,Clothing,0,0,55,2,55,0
200.91,21,Grocery,0,0,53,3,62,0
111.41,22,Travel,0,0,48,4,29,0
17.5,8,Electronics,0,0,44,2,38,0
151.07,20,Food,0,0,99,2,20,0
52.45,4,Travel,0,0,96,3,32,0
266.33,9,Travel,0,0,38,2,45,0
141.26,17,Travel,0,0,85,0,33,0
108.37,4,Electronics,0,0,41,2,43,0
1370.04,7,Grocery,0,0,54,3,30,0
517.0,0,Electronics,0,0,96,4,52,0
34.04,11,Clothing,0,0,36,0,42,0
2.61,19,Electronics,1,0,47,5,59,0
104.41,17,Travel,0,0,46,1,61,0
333.44,13,Clothing,0,0,93,0,31,0
19.16,6,Travel,1,0,78,0,21,0
343.39,21,Grocery,0,0,92,2,37,0
2.93,13,Clothing,1,0,93,4,60,0
34.49,14,Electronics,0,0,94,2,67,0
229.53,21,Travel,0,0,39,5,26,0
354.08,9,Clothing,0,0,74,1,59,0
558.44,17,Food,0,0,95,2,49,0
1.47,1,Clothing,0,0,68,4,52,0
282.26,17,Travel,0,0,62,3,32,0
59.82,4,Food,0,0,41,1,40,0
170.18,0,Grocery,0,0,63,4,57,0
29.59,13,Travel,0,0,84,1,20,0
154.82,23,Grocery,0,0,49,0,21,0
7.41,4,Grocery,0,0,76,4,19,0
178.01,15,Food,0,0,94,1,37,0
80.47,3,Food,0,0,62,3,57,0
48.06,4,Electronics,0,1,43,2,63,0
796.32,1,Electronics,0,0,90,2,60,0
17.88,23,Travel,0,1,48,2,20,0
71.77,1,Clothing,1,0,46,0,45,0
26.87,0,Grocery,0,1,32,0,21,1
23.14,20,Clothing,1,0,44,4,38,0
10.44,3,Food,0,0,44,1,49,0
200.49,7,Grocery,0,0,62,2,62,0
54.52,21,Grocery,0,0,44,4,19,0
34.73,1,Travel,0,0,93,4,50,0
606.75,0,Food,0,0,68,2,47,0
4.69,7,Travel,0,0,60,2,63,0
108.15,15,Food,0,0,88,1,42,0
53.75,3,Grocery,0,0,29,2,62,0
0.13,13,Grocery,0,0,96,2,18,0
54.86,1,Food,1,0,44,1,69,0
8.08,14,Electronics,1,0,82,2,46,0
68.18,7,Travel,0,0,43,1,56,0
130.82,16,Electronics,0,0,94,1,46,0
238.61,2,Electronics,0,0,46,4,40,0
42.6,13,Travel,0,0,51,1,46,0
8.49,18,Grocery,0,0,93,0,69,0
237.91,23,Food,0,0,70,1,28,0
4.94,23,Electronics,0,0,54,2,56,0
342.22,20,Food,0,0,54,2,36,0
162.85,9,Clothing,1,0,47,4,43,0
63.73,15,Clothing,0,0,66,3,44,0
176.52,10,Electronics,0,0,39,1,33,0
156.83,14,Food,0,0,78,2,29,0
42.4,22,Grocery,0,0,34,0,36,0
19.0,18,Grocery,0,0,38,5,45,0
210.28,21,Food,0,0,30,1,34,0
135.83,0,Travel,0,0,95,4,28,0
92.24,1,Food,1,0,39,0,32,1
118.04,15,Food,0,0,35,7,29,0
159.07,8,Clothing,0,0,36,2,38,0
95.32,12,Clothing,0,0,36,4,37,0
110.22,17,Electronics,0,0,69,0,55,0
33.69,17,Food,0,0,78,2,43,0
83.94,9,Grocery,0,0,90,0,64,0
319.93,9,Electronics,1,0,90,2,27,0
46.45,1,Electronics,0,0,82,3,31,0
122.09,11,Grocery,0,1,75,2,54,0
195.37,22,Food,0,0,66,3,52,0
110.33,17,Travel,0,0,71,2,19,0
114.84,21,Travel,0,0,55,1,28,0
2.25,8,Electronics,0,0,83,1,25,0
47.04,5,Clothing,0,1,32,0,61,0
261.26,8,Food,0,1,34,3,64,0
114.93,23,Travel,0,0,94,0,29,0
30.82,2,Grocery,1,0,62,0,59,0
931.07,19,Clothing,0,0,81,2,54,0
119.94,16,Electronics,0,1,86,3,38,0
61.05,7,Electronics,0,0,45,2,41,0
85.28,19,Clothing,0,0,30,1,47,0
150.16,3,Electronics,0,0,61,2,60,0
650.22,19,Electronics,0,1,46,1,69,0
153.41,14,Electronics,0,0,79,2,68,0
382.28,2,Grocery,0,0,45,3,33,0
340.01,15,Electronics,0,0,51,3,41,0
13.04,14,Electronics,0,0,77,3,36,0
3.19,1,Grocery,1,0,45,2,51,0
82.41,12,Travel,0,0,93,3,62,0
32.9,11,Food,0,0,91,2,46,0
93.87,7,Electronics,0,0,56,0,69,0
240.65,13,Clothing,0,0,91,2,57,0
180.08,8,Electronics,0,0,86,0,54,0
60.18,14,Electronics,0,1,28,1,57,0
203.87,10,Grocery,0,0,43,3,29,0
61.96,7,Electronics,0,0,73,2,68,0
456.6,23,Travel,0,0,72,2,28,0
153.24,15,Food,0,0,32,2,27,0
261.71,1,Electronics,0,0,30,3,57,0
2.95,9,Food,0,0,91,4,25,0
86.96,6,Grocery,0,0,78,0,62,0
152.17,10,Clothing,1,0,29,3,67,0
212.45,0,Clothing,0,0,37,4,51,0
31.74,1,Electronics,0,0,67,3,43,0
118.41,13,Food,0,0,44,2,51,0
204.89,10,Travel,0,0,64,1,65,0
1.33,16,Food,0,0,49,2,47,0
219.78,9,Food,0,0,98,3,65,0
140.52,23,Travel,1,0,54,0,36,0
195.1,6,Food,0,0,25,1,34,0
67.83,4,Clothing,0,0,79,3,49,0
786.42,6,Travel,1,0,92,2,37,0
184.47,8,Travel,0,0,71,3,19,0
123.0,12,Electronics,0,0,48,1,54,0
157.44,22,Food,0,0,63,3,45,0
109.47,1,Grocery,0,0,51,0,42,0
40.2,8,Food,0,0,71,2,58,0
38.5,1,Clothing,0,0,79,1,21,0
74.03,14,Food,0,0,54,1,69,0
7.21,11,Clothing,0,0,31,1,59,0
99.48,6,Food,0,0,76,1,34,0
429.85,21,Grocery,0,0,47,1,59,0
522.13,10,Clothing,0,0,77,1,53,0
382.63,13,Food,0,0,98,0,59,0
265.52,1,Electronics,0,1,93,1,58,0
414.94,20,Electronics,1,0,55,2,64,0
43.83,13,Clothing,0,0,92,1,24,0
611.81,18,Travel,0,0,70,2,44,0
358.24,4,Electronics,0,0,99,1,37,0
25.79,22,Grocery,0,0,32,4,35,0
56.59,15,Travel,0,0,25,3,24,0
395.27,10,Clothing,0,0,36,3,65,0
262.35,15,Grocery,0,0,44,0,55,0
51.4,5,Clothing,1,0,71,3,25,0
28.33,22,Food,0,0,51,2,20,0
292.09,7,Food,0,0,46,2,40,0
100.5,14,Electronics,0,1,41,2,68,0
37.95,1,Grocery,0,0,84,1,20,0
312.45,17,Grocery,0,1,29,2,48,0
13.94,17,Grocery,1,0,52,1,24,0
270.06,5,Food,0,0,45,3,60,0
101.06,22,Clothing,0,1,89,6,33,0
70.84,2,Clothing,0,0,61,4,18,0
98.49,6,Grocery,0,0,88,3,48,0
321.92,22,Travel,1,0,79,2,53,0
73.2,1,Grocery,0,0,64,2,38,0
21.63,22,Food,0,0,48,4,69,0
682.47,14,Grocery,0,0,50,3,54,0
405.83,13,Grocery,0,0,53,3,49,0
104.06,9,Travel,0,0,79,2,52,0
139.14,13,Clothing,0,0,67,1,28,0
763.3,13,Clothing,0,1,42,2,19,0
77.51,23,Travel,0,0,52,1,19,0
407.08,19,Food,0,0,88,1,38,0
203.59,6,Clothing,0,0,98,6,68,0
49.36,23,Electronics,0,0,80,1,44,0
97.36,5,Food,0,1,58,0,56,0
49.89,1,Food,0,0,90,0,48,0
39.99,19,Clothing,0,0,98,1,34,0
315.25,13,Electronics,0,0,57,1,69,0
69.15,17,Food,0,0,49,2,31,0
80.67,18,Electronics,0,0,80,3,50,0
87.96,3,Travel,0,0,82,1,31,0
515.71,0,Food,0,0,28,3,43,0
296.18,16,Clothing,0,0,53,2,55,0
124.37,7,Electronics,0,0,30,3,55,0
433.29,10,Clothing,1,0,60,3,33,0
270.81,15,Clothing,0,0,51,1,26,0
138.25,16,Clothing,0,0,26,3,42,0
69.35,15,Grocery,0,0,72,1,55,0
38.35,1,Clothing,0,0,67,2,18,0
45.08,11,Grocery,0,0,40,4,44,0
60.58,14,Food,0,0,28,3,50,0
107.69,10,Clothing,0,0,76,3,36,0
39.03,19,Grocery,0,1,51,3,30,0
182.81,12,Food,0,0,78,1,30,0
61.96,8,Travel,0,0,76,3,31,0
78.02,12,Food,0,0,34,3,67,0
1.79,9,Grocery,0,1,34,2,38,0
129.17,12,Food,0,0,61,3,37,0
49.1,15,Grocery,0,0,70,2,36,0
74.9,2,Electronics,0,0,96,2,29,0
83.53,5,Food,0,0,99,2,62,0
570.33,4,Electronics,0,0,26,1,68,0
144.86,4,Electronics,0,0,60,3,19,0
215.9,15,Travel,0,0,73,1,47,0
104.42,8,Electronics,0,0,99,1,31,0
37.17,2,Food,1,0,44,4,20,0
408.74,1,Grocery,0,0,98,0,22,0
188.29,5,Clothing,1,0,61,1,18,0
125.44,0,Food,0,0,61,1,48,0
2.48,8,Grocery,0,0,80,1,50,0
1112.79,1,Grocery,0,0,80,1,37,0
574.39,5,Grocery,0,0,44,2,64,0
59.5,10,Travel,0,0,54,2,34,0
187.61,0,Travel,0,0,42,3,29,0
64.67,0,Food,0,0,64,0,65,0
561.91,8,Grocery,0,0,43,1,69,0
357.06,1,Grocery,0,1,54,3,40,0
22.59,0,Grocery,0,0,42,2,24,0
57.18,9,Clothing,0,1,88,3,65,0
321.47,8,Travel,0,0,81,2,23,0
229.37,6,Clothing,0,1,53,2,66,0
36.94,20,Travel,0,1,97,2,44,0
139.15,14,Electronics,0,0,69,1,50,0
397.34,13,Grocery,0,1,82,1,45,0
86.23,15,Electronics,0,0,38,1,29,0
472.98,23,Electronics,1,1,99,0,68,0
13.58,14,Electronics,0,0,73,3,51,0
139.52,14,Grocery,0,0,61,0,43,0
150.42,4,Electronics,0,0,25,1,39,0
22.65,4,Food,0,0,52,0,30,0
353.17,14,Travel,0,0,64,2,27,0
37.63,5,Travel,0,0,87,3,57,0
295.2,6,Electronics,0,0,45,0,22,0
75.3,17,Travel,0,0,42,2,29,0
276.83,21,Travel,1,0,77,3,30,0
431.1,3,Clothing,0,1,28,3,44,1
12.87,11,Grocery,0,0,91,3,62,0
76.39,14,Travel,0,0,57,1,55,0
193.92,16,Food,0,0,85,2,50,0
52.55,6,Clothing,0,0,34,1,25,0
12.53,6,Travel,0,0,61,1,34,0
233.09,20,Grocery,0,0,46,1,29,0
44.98,5,Clothing,0,0,97,2,29,0
239.69,5,Food,0,0,63,3,24,0
145.34,22,Clothing,0,0,84,2,19,0
47.22,12,Food,0,0,76,0,28,0
84.06,9,Food,0,1,26,4,50,0
13.63,3,Food,0,0,80,1,61,0
294.34,7,Food,0,0,32,0,37,0
61.38,4,Travel,0,0,25,1,20,0
39.94,22,Electronics,1,0,49,0,32,0
51.53,7,Travel,1,0,37,1,60,0
92.45,4,Travel,0,0,92,2,34,0
311.16,0,Food,1,0,28,0,38,1
156.47,16,Travel,0,0,82,1,54,0
56.19,8,Electronics,0,0,67,0,65,0
136.62,1,Clothing,0,0,51,2,46,0
91.65,17,Clothing,0,0,30,3,40,0
228.74,20,Electronics,0,0,75,2,49,0
263.81,1,Travel,0,0,92,2,43,0
57.98,14,Food,0,0,39,3,60,0
178.34,4,Clothing,0,0,91,3,64,0
116.21,18,Travel,0,0,32,4,40,0
379.43,10,Grocery,0,0,46,0,33,0
30.27,0,Food,0,0,83,4,31,0
180.92,15,Electronics,1,0,55,0,61,0
121.74,15,Grocery,0,0,67,0,20,0
26.14,12,Travel,0,0,56,3,54,0
128.31,5,Clothing,0,0,84,4,44,0
63.58,16,Food,0,0,77,2,28,0
181.25,4,Clothing,0,0,61,2,49,0
970.18,3,Travel,0,0,96,1,65,0
21.28,20,Travel,0,0,77,4,48,0
184.65,6,Clothing,0,0,74,1,39,0
29.97,7,Clothing,0,0,95,2,35,0
98.28,1,Travel,0,0,95,4,63,0
309.93,19,Food,0,0,58,1,25,0
70.2,20,Electronics,0,0,64,3,21,0
44.92,10,Grocery,0,0,95,2,39,0
85.98,3,Electronics,0,0,90,2,47,0
8.7,16,Food,0,0,67,2,40,0
174.28,2,Food,0,1,90,6,48,1
260.31,11,Electronics,0,0,91,4,64,0
27.68,4,Food,0,0,98,4,43,0
406.87,21,Food,0,0,62,3,42,0
119.57,8,Clothing,0,0,39,3,58,0
56.1,21,Travel,0,1,52,1,30,0
26.32,12,Clothing,0,0,53,0,56,0
46.66,5,Electronics,0,0,80,3,57,0
389.19,9,Clothing,0,0,41,2,32,0
52.91,14,Travel,0,0,80,2,38,0
217.3,0,Grocery,0,0,34,6,59,1
369.39,5,Food,1,0,87,2,63,0
196.84,6,Grocery,1,1,75,5,65,1
12.37,3,Electronics,0,0,98,2,37,0
186.5,22,Electronics,0,0,30,2,48,0
97.73,14,Electronics,0,0,42,1,41,0
292.58,15,Clothing,0,0,98,5,49,0
268.6,0,Food,0,0,85,1,34,0
303.14,22,Food,0,0,68,1,59,0
207.78,10,Electronics,0,0,58,2,44,0
26.02,3,Clothing,0,0,33,0,66,0
235.24,9,Electronics,1,0,97,1,56,0
119.54,18,Electronics,0,0,85,3,25,0
136.71,2,Grocery,0,0,54,0,56,0
188.62,22,Travel,0,0,74,5,22,0
45.0,8,Travel,0,0,51,1,65,0
74.03,12,Food,0,0,72,2,28,0
140.84,22,Food,0,0,32,2,58,0
141.66,1,Grocery,0,0,34,2,49,0
21.94,16,Grocery,0,0,25,2,39,0
284.22,20,Food,0,0,27,2,68,0
411.89,3,Travel,1,0,62,1,36,0
3.57,1,Grocery,0,0,71,0,22,0
405.25,12,Clothing,0,0,59,1,52,0
435.29,5,Electronics,0,0,43,1,33,0
422.27,4,Electronics,0,0,39,2,59,0
185.3,0,Travel,0,0,50,2,30,0
64.09,21,Grocery,1,0,89,1,21,0
49.67,12,Electronics,1,0,92,2,68,0
79.73,2,Food,0,1,69,2,22,0
202.76,13,Food,0,0,63,3,51,0
547.41,3,Travel,0,0,78,1,37,0
62.78,1,Grocery,0,0,80,4,46,0
508.5,2,Travel,0,0,36,3,53,0
51.54,23,Clothing,0,0,48,3,67,0
324.95,3,Grocery,0,0,42,3,58,0
203.61,15,Electronics,0,0,98,3,58,0
571.12,12,Food,0,0,75,1,29,0
403.06,8,Food,1,0,55,4,31,0
134.69,4,Electronics,0,0,31,3,38,0
211.85,14,Travel,0,1,55,0,60,0
86.66,23,Grocery,0,1,26,1,36,0
124.12,1,Travel,0,0,96,4,29,0
163.66,16,Travel,0,0,38,2,39,0
149.38,0,Grocery,0,0,59,2,43,0
86.94,14,Clothing,0,0,52,3,19,0
228.06,19,Electronics,0,0,26,3,42,0
174.61,3,Food,0,0,53,3,45,0
10.7,17,Clothing,0,0,72,4,49,0
45.41,13,Electronics,0,0,94,3,62,0
636.91,16,Travel,0,0,94,3,57,0
24.48,2,Food,0,0,32,4,53,0
231.94,9,Travel,0,0,93,1,27,0
529.32,8,Clothing,0,0,71,0,29,0
448.59,8,Grocery,0,0,66,4,45,0
561.91,17,Grocery,0,0,74,5,42,0
81.25,14,Food,0,0,36,1,21,0
32.23,19,Food,0,0,32,3,39,0
336.97,2,Grocery,0,0,27,2,62,0
95.1,23,Electronics,0,1,52,1,36,0
475.63,10,Electronics,0,0,64,0,26,0
49.57,18,Electronics,0,0,94,2,50,0
660.01,23,Food,1,0,70,2,23,0
40.76,2,Clothing,0,0,59,1,42,0
199.04,1,Travel,0,0,64,2,49,0
37.21,10,Clothing,0,0,75,1,47,0
236.26,5,Clothing,0,0,99,1,21,0
49.63,9,Food,1,0,60,1,36,0
30.04,1,Food,0,1,89,0,32,0
75.37,18,Food,0,0,94,4,62,0
286.35,16,Travel,0,0,96,2,34,0
10.54,21,Clothing,0,0,75,2,26,0
13.6,21,Food,0,0,90,2,66,0
211.36,13,Electronics,0,0,79,1,45,0
284.56,9,Travel,1,1,99,2,43,0
10.48,17,Clothing,1,0,40,4,55,0
4.0,15,Grocery,0,0,46,4,56,0
73.75,19,Electronics,0,0,47,0,42,0
137.75,8,Travel,0,0,66,1,33,0
119.4,23,Grocery,0,0,44,2,23,0
141.6,2,Food,0,0,28,2,47,0
345.33,17,Food,0,0,99,1,52,0
558.9,19,Food,0,0,59,1,59,0
651.11,10,Grocery,0,0,91,1,48,0
135.41,22,Grocery,0,0,30,1,52,0
521.31,13,Travel,0,0,88,3,19,0
338.34,7,Electronics,0,0,73,4,18,0
392.6,8,Food,0,0,52,1,33,0
129.67,7,Travel,0,0,67,4,46,0
63.29,19,Electronics,0,0,70,3,39,0
254.3,0,Clothing,0,0,69,0,48,0
70.56,22,Food,0,0,43,1,47,0
26.78,21,Clothing,0,0,77,5,58,0
93.6,11,Clothing,0,1,51,0,22,0
78.67,15,Electronics,0,0,42,4,45,0
535.26,6,Clothing,0,0,44,7,50,0
178.54,8,Travel,0,0,80,1,63,0
118.1,8,Food,0,0,45,0,63,0
226.37,3,Grocery,1,0,65,1,47,0
96.18,9,Clothing,0,0,78,2,26,0
103.74,3,Travel,0,0,64,3,65,0
248.15,13,Grocery,0,0,61,3,59,0
92.6,18,Electronics,0,0,74,2,57,0
435.69,3,Clothing,0,0,35,1,38,0
8.04,18,Grocery,0,0,73,3,22,0
25.14,10,Travel,0,0,65,4,37,0
104.86,9,Travel,0,0,63,1,25,0
10.32,11,Food,0,0,45,1,45,0
126.65,17,Food,0,0,30,0,60,0
32.84,3,Food,0,0,43,2,38,0
161.55,20,Travel,0,0,62,3,52,0
228.15,8,Clothing,0,0,73,4,58,0
309.4,15,Food,0,0,83,1,44,0
367.2,23,Clothing,0,0,37,1,37,0
203.21,20,Travel,0,0,38,2,62,0
29.61,15,Grocery,0,0,82,1,46,0
83.48,2,Electronics,0,0,70,1,38,0
54.69,8,Travel,0,0,66,5,64,0
32.86,19,Clothing,0,0,80,2,59,0
223.52,7,Food,0,1,44,3,30,0
553.93,11,Grocery,0,0,31,1,67,0
22.36,20,Travel,1,0,31,3,59,0
14.71,15,Food,0,0,70,2,18,0
79.71,11,Food,0,0,93,1,21,0
1009.55,2,Grocery,0,0,37,0,27,1
244.07,3,Food,0,0,85,3,27,0
138.45,19,Travel,1,0,87,0,42,0
60.77,22,Clothing,0,0,49,1,35,0
627.69,5,Electronics,0,0,44,2,49,0
454.17,21,Travel,0,0,25,1,64,0
235.47,22,Travel,1,0,77,3,53,0
67.55,10,Clothing,0,0,96,1,26,0
172.92,2,Electronics,0,0,71,5,48,0
31.62,15,Electronics,0,0,42,1,26,0
111.24,8,Food,1,1,89,0,19,0
792.92,21,Grocery,0,0,88,0,31,0
198.59,11,Travel,0,0,59,8,25,0
21.6,2,Electronics,0,0,44,2,53,0
132.31,16,Electronics,0,1,53,1,24,0
31.8,5,Clothing,0,0,26,1,45,0
1056.93,18,Clothing,1,0,63,2,35,0
170.78,14,Clothing,0,0,68,2,53,0
189.39,6,Travel,0,1,74,2,41,0
138.04,12,Clothing,0,0,40,2,29,0
306.64,4,Grocery,0,0,53,2,44,0
15.83,16,Clothing,0,0,97,2,62,0
94.77,23,Travel,0,0,51,3,50,0
18.57,4,Grocery,0,0,26,2,20,0
176.14,12,Grocery,0,0,98,4,59,0
40.57,13,Travel,0,0,47,2,29,0
68.27,8,Clothing,0,0,67,0,66,0
24.53,16,Travel,0,0,26,2,67,0
246.28,2,Electronics,0,0,77,1,57,0
97.36,13,Food,0,1,85,5,29,0
49.88,19,Clothing,0,0,45,2,59,0
88.43,7,Travel,0,0,43,1,27,0
579.45,3,Food,0,0,39,1,39,0
164.53,23,Travel,0,0,27,3,26,0
95.19,23,Clothing,0,0,92,1,42,0
451.06,14,Grocery,0,0,30,6,69,0
168.53,9,Clothing,0,0,60,2,59,0
622.61,4,Clothing,0,0,63,0,34,0
332.66,7,Food,0,0,26,2,46,0
294.66,19,Food,0,0,65,2,50,0
417.69,18,Electronics,0,0,59,3,61,0
163.35,0,Clothing,0,0,36,2,69,0
184.14,11,Food,0,0,36,1,19,0
265.82,11,Travel,0,0,25,0,53,0
85.26,19,Clothing,0,1,46,3,41,0
132.66,3,Food,0,0,45,2,59,0
98.89,11,Travel,1,1,95,0,34,0
916.39,9,Travel,0,0,90,4,68,0
290.94,16,Clothing,0,0,64,1,29,0
87.94,22,Clothing,0,0,45,3,47,0
82.13,10,Food,0,0,95,2,53,0
100.21,21,Clothing,0,0,48,1,63,0
31.15,8,Clothing,1,1,67,2,69,0
3.58,21,Grocery,0,0,81,1,69,0
342.87,1,Food,1,1,55,2,65,1
586.28,20,Food,0,0,71,2,62,0
54.06,4,Grocery,0,0,89,2,48,0
391.84,4,Grocery,0,0,55,1,42,0
180.13,18,Food,1,0,62,2,44,0
66.74,21,Food,0,0,31,4,42,0
232.11,14,Travel,0,0,80,1,44,0
222.05,16,Food,0,1,30,0,37,0
258.55,8,Food,0,0,42,7,46,0
95.29,1,Electronics,0,0,93,1,60,0
93.64,22,Electronics,1,0,75,0,39,0
3.48,23,Electronics,0,1,91,4,50,0
188.32,8,Clothing,0,0,46,0,64,0
89.78,7,Clothing,1,0,54,1,22,0
106.65,22,Travel,0,0,89,1,45,0
119.93,14,Clothing,0,0,91,1,32,0
334.28,21,Clothing,0,0,27,1,51,0
88.42,3,Grocery,0,0,51,1,53,0
443.85,10,Clothing,0,0,57,2,39,0
308.53,0,Food,0,0,35,2,57,0
105.06,2,Grocery,0,0,62,3,52,0
121.77,12,Clothing,0,0,42,4,53,0
